KEY,en,ru
ABILITY_PUMMEL2_DESC,"A melee attack that does 4 more damage each time you use it on the same turn. This attack inflicts all status effects your basic attack does.
[s:.7](This spell costs less.)[/s]","Мили-атака: наносит на 4 урона больше с каждым применением за ход. Накладывает те же эффекты, что и базовая атака.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_QUICKATTACK_NAME,Quick Attack,Быстрая атака
ABILITY_QUICKATTACK_DESC,"Teleport, then use your basic attack on an enemy within range. This spell's range is increased by 2 for each empty armor slot you have.","Телепорт, затем базовая атака по врагу. Дальность увеличена на 2 за каждый пустой слот брони."
ABILITY_QUICKATTACK2_DESC,"Teleport, then use your basic attack on an enemy within range. This spell's range is increased by 2 for each empty armor slot you have.
[s:.7](This spell costs less.)[/s]","Телепорт, затем базовая атака по врагу. Дальность увеличена на 2 за каждый пустой слот брони.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_PERFECTFORM_NAME,Perfect Form,Идеальная форма
ABILITY_PERFECTFORM_DESC,"Gain +1 [img:shield] for each empty armor slot you have, then switch stances.","Получите +1 [img:shield] за каждый пустой слот брони, затем смените стойку."
ABILITY_PERFECTFORM2_DESC,"Gain +1 [img:shield] and heal 1 HP for each empty armor slot you have, then switch stances.","Получите +1 [img:shield] и исцелите 1 ОЗ за каждый пустой слот брони, затем смените стойку."
ABILITY_WARMUPSTRETCH_NAME,Warm Up Stretch,Разминка
ABILITY_WARMUPSTRETCH_DESC,"Gain +1 [img:dex], and +1 [img:spd]. This spell costs 2 mana less for each empty armor slot you have.",Получите +1 [img:dex] и +1 [img:spd]. Стоит на 2 маны дешевле за каждый пустой слот брони.
ABILITY_WARMUPSTRETCH2_DESC,"Gain +1 [img:dex], +1 [img:spd] and +1 [img:str]. This spell costs 2 mana less for each empty armor slot you have.","Получите +1 [img:dex], +1 [img:spd] и +1 [img:str]. Стоит на 2 маны дешевле за каждый пустой слот брони."
ABILITY_FLYINGFIST_NAME,Flying Fist,Летающий кулак
ABILITY_FLYINGFIST_DESC,A melee attack with knockback that hits two tiles away from you. This spell's range is increased by 1 each time you use it on the same turn.,"Мили-атака с отбрасыванием, бьющая через 2 клетки. Дальность растет на 1 при повторном использовании за ход."
ABILITY_FLYINGFIST2_DESC,A melee attack with knockback that hits two tiles away from you. This spell's range is increased by 1 and mana cost decreased by 1 each time you use it on the same turn.,"Мили-атака с отбрасыванием. Дальность растет на 1, а цена падает на 1 при повторе за ход."
ABILITY_100HANDSLAP_NAME,Hundred Hand Slap,Пощечина Ста Рук
ABILITY_100HANDSLAP_DESC,A ten-hit multi-strike melee attack with Knockback 10 at the end of the combo.,Мили-атака из десяти ударов с Отбрасыванием 10 в конце.
ABILITY_100HANDSLAP2_DESC,A ten-hit multi-strike melee attack with Knockback 10 at the end of the combo. Each hit has a 10% chance to inflict Bruise. The final hit deals extra damage.,Мили-атака из десяти ударов. Каждый удар имеет 10% шанс Ушиба. Последний удар наносит доп. урон.
ABILITY_OCULARPATDOWN_NAME,Ocular Pat Down,Визуальный осмотр
ABILITY_OCULARPATDOWN_DESC,Inflict Marked and Magic Weakness 1 on a unit.,Наложите Метку и Магическую Слабость 1 на юнита.
ABILITY_OCULARPATDOWN2_DESC,Inflict Marked 3 and Magic Weakness 3 on a unit.,Наложите Метку 3 и Магическую Слабость 3 на юнита.
ABILITY_KIBURST_NAME,Ki Burst,Взрыв Ки
ABILITY_KIBURST_DESC,Deal 1 damage and knockback adjacent units. Gain +1 [img:shield].,Нанесите 1 урон и отбросьте соседей. Получите +1 [img:shield].
ABILITY_KIBURST2_DESC,Deal 2 damage and knockback adjacent units 2 tiles. Gain +2 [img:shield].,Нанесите 2 урона и отбросьте соседей на 2 клетки. Получите +2 [img:shield].
ABILITY_DRAGONPUNCH_NAME,Dragon Punch,Удар Дракона
ABILITY_DRAGONPUNCH_DESC,A magic damage melee attack with knockback 3 that inflicts Confusion.,"Магическая мили-атака с Отбрасыванием 3, накладывающая Замешательство."
ABILITY_DRAGONPUNCH2_DESC,A strong magic damage melee attack with knockback 10 that inflicts Confusion.,"Сильная магическая мили-атака с Отбрасыванием 10, накладывающая Замешательство."
ABILITY_REALLYFASTRUN_NAME,Really Fast Run,Очень быстрый бег
ABILITY_REALLYFASTRUN_DESC,"Run in a straight line up to 4 tiles, through objects. Wind blows over tiles you run through.","Бегите по прямой до 4 клеток, сквозь объекты. Ветер сносит все на вашем пути."
ABILITY_REALLYFASTRUN2_DESC,"Run diagonally or in a straight line any distance, through objects. Wind blows over tiles you run through.",Бегите по диагонали или прямой на любое расстояние сквозь объекты. Ветер сносит все.
ABILITY_CHARGESPIRITBOMB_NAME,Charge Spirit Bomb,Заряд Бомбы Духа
ABILITY_CHARGESPIRITBOMB_DESC,"Begin charging a spirit bomb. This ability becomes Throw Spirit Bomb.
Allies gain the bonus ability Donate Energy until you throw it.","Начните заряжать бомбу. Способность меняется на ""Бросок Бомбы Духа"".
Союзники получают способность ""Пожертвовать Энергию""."
ABILITY_CHARGESPIRITBOMB2_DESC,"Begin charging a spirit bomb. This ability becomes Throw Spirit Bomb.
Allies gain the bonus ability Donate Energy+ until you throw it.","Начните заряжать бомбу. Способность меняется на ""Бросок Бомбы Духа"".
Союзники получают способность ""Пожертвовать Энергию+""."
ABILITY_THROWSPIRITBOMB_NAME,Throw Spirit Bomb,Бросок Бомбы Духа
ABILITY_THROWSPIRITBOMB_DESC,"Throw the Spirit Bomb, then this ability becomes Charge Spirit Bomb.
[s:.7](Cannot be thrown with 0 charges.)[/s]","Бросьте Бомбу, затем способность меняется на ""Заряд Бомбы Духа"".
[s:.7](Нельзя бросить с 0 зарядов.)[/s]"
ABILITY_DONATEENERGY_NAME,Donate Energy,Пожертвовать Энергию
ABILITY_DONATEENERGY_DESC,Give +1 damage to the Spirit Bomb!,Дайте +1 урона Бомбе Духа!
ABILITY_DONATEENERGY2_DESC,Give +2 damage to the Spirit Bomb!,Дайте +2 урона Бомбе Духа!
ABILITY_ONEPUNCH_NAME,One Punch,Один Удар
ABILITY_ONEPUNCH_DESC,"A one-hit kill punch. Gain All Stats Down on use.
This deals 25 damage to bosses instead of killing them.
[s:.7](Castable once per battle.)[/s]","Удар, убивающий сразу. При использовании получите Снижение Всех Характеристик.
Боссам наносит 25 урона вместо убийства.
[s:.7](Раз за битву.)[/s]"
ABILITY_ONEPUNCH2_DESC,"A one-hit kill punch. It causes a cone of wind that deals 5 damage. Gain All Stats Down on use.
This deals 25 damage to bosses instead of killing them.
[s:.7](Castable once per battle.)[/s]","Удар, убивающий сразу. Вызывает конус ветра на 5 урона. Получите Снижение Всех Характеристик.
Боссам наносит 25 урона вместо убийства.
[s:.7](Раз за битву.)[/s]"
ABILITY_UNBRIDLEDHITS_NAME,Unbridled Hits,Неудержимые удары
ABILITY_UNBRIDLEDHITS_DESC,A weak melee attack that hits an extra time for each empty armor slot you have.,"Слабая мили-атака, которая бьет дополнительный раз за каждый пустой слот брони."
ABILITY_UNBRIDLEDHITS2_DESC,A weak melee attack that hits two extra times for each empty armor slot you have.,"Слабая мили-атака, которая бьет ДВА дополнительных раза за каждый пустой слот брони."
ABILITY_KAMEHAMEHA_NAME,Kamehameha,Камехамеха
ABILITY_KAMEHAMEHA_DESC,"Fire a magic blast at a unit within 5 tiles. Requires line of sight.
[s:.7](Castable once per battle. If all your armor slots are empty, castable once per turn.)[/s]","Выстрелите магическим лучом в юнита в радиусе 5. Нужна линия видимости.
[s:.7](Раз за битву. Если брони нет — раз за ход.)[/s]"
ABILITY_KAMEHAMEHA2_DESC,"Fire a magic blast at a unit anywhere within your line of sight.
[s:.7](Castable once per battle. If all your armor slots are empty, castable once per turn.)[/s]","Выстрелите магическим лучом в юнита где угодно на линии видимости.
[s:.7](Раз за битву. Если брони нет — раз за ход.)[/s]"
ABILITY_SIDESTEP_NAME,Sidestep,Шаг в сторону
ABILITY_SIDESTEP_DESC,Move one tile and gain +1 [img:shield].,Сдвиньтесь на клетку и получите +1 [img:shield].
ABILITY_SIDESTEP2_DESC,"Move one tile and gain +1 [img:shield].
This spell costs 0 mana the first time you cast it each turn.","Сдвиньтесь на клетку и получите +1 [img:shield].
Стоит 0 маны при первом использовании за ход."
ABILITY_UNIMPEDEDLUNGE_NAME,Unimpeded Lunge,Беспрепятственный выпад
ABILITY_UNIMPEDEDLUNGE_DESC,"Dash forward X spaces, gain +X [img:shield], deal X damage, and deal X knockback.
X is equal to the number of empty armor slots you have plus one.","Рывок на X клеток: дайте +X [img:shield], нанесите X урона и X Отбрасывания.
X = число пустых слотов брони плюс один."
ABILITY_UNIMPEDEDLUNGE2_DESC,"Dash forward X spaces, gain +X [img:shield], deal X damage, and deal X knockback.
X is equal to twice the number of empty armor slots you have.","Рывок на X клеток: дайте +X [img:shield], нанесите X урона и X Отбрасывания.
X = двойное число пустых слотов брони."
ABILITY_DOUBLEDRAGON_NAME,Double Dragon,Двойной Дракон
ABILITY_DOUBLEDRAGON_DESC,"Summon a 1 HP illusion of yourself within three tiles that mimics your basic attack, but in the opposite direction of you. It dies at the end of your turn.","Призовите иллюзию (1 ОЗ) рядом, которая повторяет вашу базовую атаку, но в противоположную сторону. Умирает в конце хода."
ABILITY_DOUBLEDRAGON2_DESC,"Summon a 1 HP illusion of yourself on any tile that mimics your basic attack, but in the opposite direction of you. It dies at the end of your turn.","Призовите иллюзию (1 ОЗ) где угодно, которая повторяет вашу базовую атаку в противоположную сторону."
ABILITY_FISTOFFATE_NAME,Fist of Fate,Кулак Судьбы
ABILITY_FISTOFFATE_DESC,"Teleport next to a random enemy, then switch to melee stance and automatically attack it.","Телепорт к случайному врагу, смена стойки на мили и авто-атака."
ABILITY_FISTOFFATE2_DESC,"Teleport next to a random enemy, then switch to melee stance and automatically attack it. This has a chance to repeat multiple times.","Телепорт к случайному врагу, смена стойки на мили и авто-атака. Может повториться несколько раз."
ABILITY_NIRVANA_NAME,Nirvana,Нирвана
ABILITY_NIRVANA_DESC,"Gain +1 [img:int] and +1 [img:shield].
If you have 7 or more [img:shield], this spell costs 1 mana less.","Получите +1 [img:int] и +1 [img:shield].
Если у вас 7+ [img:shield], стоит на 1 ману дешевле."
ABILITY_NIRVANA2_DESC,"Gain +1 [img:int] and +2 [img:shield].
If you have 7 or more [img:shield], this spell costs 1 mana less.","Получите +1 [img:int] и +2 [img:shield].
Если у вас 7+ [img:shield], стоит на 1 ману дешевле."
ABILITY_EMPTYMIND_NAME,Empty Mind,Пустой Разум
ABILITY_EMPTYMIND_DESC,"You can't cast spells for the rest of the battle.
For the rest of the battle, whenever you kill an enemy, take an extra turn.","Вы не можете колдовать до конца битвы.
Зато теперь после каждого убийства врага вы получаете доп. ход."
ABILITY_EMPTYMIND2_DESC,"You can't cast spells for the rest of the battle.
For the rest of the battle, whenever you kill an enemy, take an extra turn.
Get an extra turn when you cast this.","Вы не можете колдовать до конца битвы.
Зато теперь после каждого убийства врага вы получаете доп. ход.
Дает доп. ход сразу при касте."
ABILITY_POSITION_NAME,Position,Позиция
ABILITY_POSITION_DESC,"Teleport exactly two tiles away, then switch stances.","Телепортируйтесь ровно на две клетки, затем смените стойку."
ABILITY_POSITION2_DESC,"Teleport two to four tiles away, then switch stances.","Телепортируйтесь на 2-4 клетки, затем смените стойку."
ABILITY_CHARGEFISTS_NAME,Charge Fists,Заряд кулаков
ABILITY_CHARGEFISTS_DESC,"Until end of turn, your basic attack emits +1 Sparkle.",До конца хода ваша базовая атака испускает +1 Искру.
ABILITY_CHARGEFISTS2_DESC,"Until end of turn, your basic attack emits +1 Sparkle.
Refresh your basic attack.","До конца хода ваша базовая атака испускает +1 Искру.
Обновите базовую атаку."
ABILITY_SUMMONAPPRENTICE_NAME,Summon Apprentice,Призыв Ученика
ABILITY_SUMMONAPPRENTICE_DESC,Summon a half-sized copy of yourself with half your stats. It's AI-controlled and can't use spells.,"Призовите уменьшенную копию себя с половиной статов. Управляется ИИ, не может колдовать."
ABILITY_SUMMONAPPRENTICE2_DESC,Summon a half-sized copy of yourself with half your stats. It's AI-controlled and CAN use spells.,Призовите копию себя с половиной статов. Управляется ИИ и МОЖЕТ колдовать.
//mage,,
ABILITY_SURF_NAME,Surf,Серф
ABILITY_SURF_DESC,A water spell that deals damage and knockback in a large area.,"Водное заклинание, наносящее урон и отбрасывание в большой области."
ABILITY_SURF2_DESC,A water spell that deals more damage and knockback in a larger area.,"Водное заклинание, наносящее больше урона и отбрасывания в большей области."
ABILITY_BOLT_NAME,Bolt,Разряд
ABILITY_BOLT_DESC,A lightning bolt that has a 25% chance to Stun.,Молния с 25% шансом Оглушения.
ABILITY_BOLT2_DESC,A stronger lightning bolt that has a 50% chance to Stun.,Сильная молния с 50% шансом Оглушения.
ABILITY_FIREBLAST_NAME,Fire Blast,Огненный взрыв
ABILITY_FIREBLAST_DESC,A fireblast that inflicts Burn 2 in an area.,"Взрыв, накладывающий Горение 2 в области."
ABILITY_FIREBLAST2_DESC,A more damaging fireblast that inflicts Burn 3 in an area.,"Более мощный взрыв, накладывающий Горение 3 в области."
ABILITY_FROSTBLAST_NAME,Frost Blast,Ледяной взрыв
ABILITY_FROSTBLAST_DESC,Shoot a blast of ice in a line that freezes the first unit it hits.,"Выстрел льдом по линии, замораживающий первого попавшегося."
ABILITY_FROSTBLAST2_DESC,Shoot a blast of ice in a line that freezes every unit it hits.,"Выстрел льдом по линии, замораживающий всех на пути."
ABILITY_ENERGYBLAST_NAME,Energy Blast,Энерговзрыв
ABILITY_ENERGYBLAST_DESC,A high damage spell that hits a single target.,Заклинание с высоким уроном по одной цели.
ABILITY_ENERGYBLAST2_DESC,A high damage spell that hits a single target and deals extra damage equal to your [img:int].,Заклинание с высоким уроном по одной цели (доп. урон зависит от [img:int]).
ABILITY_MAGICMISSILE_NAME,Magic Missile,Магическая стрела
ABILITY_MAGICMISSILE_DESC,Shoot an infinite-range projectile that can't miss.,"Снаряд с бесконечной дальностью, который не мажет."
ABILITY_MAGICMISSILE2_DESC,Shoot an infinite-range projectile that can't miss. Emit 3 Sparkles.,"Снаряд с бесконечной дальностью, который не мажет. Испускает 3 Искры."
ABILITY_WALLOFFIRE_NAME,Wall of Fire,Стена огня
ABILITY_WALLOFFIRE_DESC,A fire spell that inflicts Burn 1 and spawns fires in a perpendicular line.,"Огонь, накладывающий Горение 1 и создающий пожар по линии."
ABILITY_WALLOFFIRE2_DESC,"A fire spell that damages, inflicts Burn 3 and spawns fires in a perpendicular line.","Огонь, накладывающий Горение 3, урон и создающий пожар по линии."
ABILITY_HYPERBEAM_NAME,Hyper Beam,Гипер-луч
ABILITY_HYPERBEAM_DESC,"Target a tile. At the start of your next turn, unleash an extremely high damage mega beam on that tile.
[s:.7](Castable once per turn.)[/s]","Выберите клетку. В начале следующего хода ударьте туда мега-лучом с диким уроном.
[s:.7](Можно использовать раз за ход.)[/s]"
ABILITY_HYPERBEAM2_DESC,"Target a tile. At the start of your next turn, unleash an extremely high damage mega beam on that tile.",Выберите клетку. В начале следующего хода ударьте туда мега-лучом с диким уроном.
ABILITY_METEORSTORM_NAME,Meteor Storm,Метеоритный шторм
ABILITY_METEORSTORM_DESC,"Summon meteors that hit random tiles in a large area. These meteors have a chance to stun, spawn fires, or leave rocks behind.","Призовите метеоры на случайные клетки. Могут оглушить, поджечь или оставить камни."
ABILITY_METEORSTORM2_DESC,"Summon meteors that hit random tiles in a larger area. These meteors have a chance to stun, spawn fires, or leave rocks behind.","Призовите метеоры в большей области. Могут оглушить, поджечь или оставить камни."
ABILITY_MEGABLAST_NAME,Mega Blast,Мега-взрыв
ABILITY_MEGABLAST_DESC,Deal high damage in a cone.,Нанесите высокий урон в конусе.
ABILITY_MEGABLAST2_DESC,Deal high damage in a larger cone.,Нанесите высокий урон в большем конусе.
ABILITY_CHILL_NAME,Chill,Озноб
ABILITY_CHILL_DESC,Inflict Slow on a unit.,Наложите Замедление на юнита.
ABILITY_CHILL2_DESC,Inflict Slow on units in an area.,Наложите Замедление на юнитов в области.
ABILITY_ENLARGE_NAME,Enlarge,Увеличение
ABILITY_ENLARGE_DESC,Get big.,Станьте большим.
ABILITY_ENLARGE2_DESC,Get big.,Станьте большим.
ABILITY_WINDSLASH_NAME,Wind Slash,Рассечение ветра
ABILITY_WINDSLASH_DESC,A wind spell that hits an entire line with Knockback 1.,"Ветряное заклинание, бьющее линию с Отбрасыванием 1."
ABILITY_WINDSLASH2_DESC,A wind spell that hits a wide line with Knockback 2.,"Ветряное заклинание, бьющее широкую линию с Отбрасыванием 2."
ABILITY_WARP_NAME,Warp,Искривление
ABILITY_WARP_DESC,Teleport diagonally any distance.,Телепортируйтесь по диагонали на любое расстояние.
ABILITY_WARP2_DESC,"Teleport diagonally any distance.
[s:.7](This spell costs less.)[/s]","Телепортируйтесь по диагонали на любое расстояние.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_TELEPORTMAGE_NAME,Teleport,Телепорт
ABILITY_TELEPORTMAGE_DESC,Teleport to any tile.,Телепортируйтесь на любую клетку.
ABILITY_TELEPORTMAGE2_DESC,"Teleport to any tile.
[s:.7](This spell costs less.)[/s]","Телепортируйтесь на любую клетку.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_SWITCH_NAME,Switch,Замена
ABILITY_SWITCH_DESC,Switch positions with any unit.,Поменяйтесь местами с любым юнитом.
ABILITY_SWITCH2_DESC,"Switch positions with any unit.
[s:.7](This spell costs less.)[/s]","Поменяйтесь местами с любым юнитом.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_ABSORB_NAME,Absorb,Поглощение
ABILITY_ABSORB_DESC,Spend all of your mana and heal that much HP.,Потратьте всю ману и исцелите столько же ОЗ.
ABILITY_ABSORB2_DESC,Spend all of your mana and heal that much HP. Excess healing is converted into [img:shield].,Потратьте всю ману и исцелите столько же ОЗ. Лишнее лечение станет [img:shield].
ABILITY_ICEARMOR_NAME,Ice Armor,Ледяная броня
ABILITY_ICEARMOR_DESC,-,-
ABILITY_ICEARMOR2_DESC,-,-
ABILITY_FIREARMOR_NAME,Fire Armor,Огненная броня
ABILITY_FIREARMOR_DESC,-,-
ABILITY_FIREARMOR2_DESC,-,-
ABILITY_MANAMELD_NAME,Mana Meld,Слияние маны
ABILITY_MANAMELD_DESC,Give all of your mana to a unit in range 3.,Отдайте всю свою ману юниту в радиусе 3.
ABILITY_MANAMELD2_DESC,Give all of your mana plus 2 to a unit.,Отдайте всю свою ману плюс 2 юниту.
ABILITY_INSPIRE_NAME,Inspire,Вдохновение
ABILITY_INSPIRE_DESC,Give 2 mana to a unit.,Дайте 2 маны юниту.
ABILITY_INSPIRE2_DESC,Give 4 mana to a unit.,Дайте 4 маны юниту.
ABILITY_TELEFRAG_NAME,Telefrag,Телефраг
ABILITY_TELEFRAG_DESC,"Teleport onto a unit, dealing damage to yourself and that unit.","Телепортируйтесь ПРЯМО в юнита, нанося урон и себе, и ему."
ABILITY_TELEFRAG2_DESC,"Teleport onto a unit, dealing damage to that unit.","Телепортируйтесь ПРЯМО в юнита, нанося урон ему."
ABILITY_CHAOSTELEPORT_NAME,Chaos Teleport,Хаос-телепорт
ABILITY_CHAOSTELEPORT_DESC,Teleport to a random tile.,Телепортируйтесь на случайную клетку.
ABILITY_CHAOSTELEPORT2_DESC,Teleport to a random tile. Deal damage to units adjacent to the tile you teleport to.,Телепортируйтесь на случайную клетку. Нанесите урон всем вокруг точки появления.
ABILITY_CRYOHEAL_NAME,Cryo-Heal,Крио-хил
ABILITY_CRYOHEAL_DESC,Heal and inflict Freeze 1 on a unit in range 3.,Исцелите и наложите Заморозку 1 на юнита в радиусе 3.
ABILITY_CRYOHEAL2_DESC,"Heal and inflict Freeze 1 on any unit.
[s:.7](This spell costs less.)[/s]","Исцелите и наложите Заморозку 1 на любого юнита.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_GUST_NAME,Gust,Порыв
ABILITY_GUST_DESC,Knock back each unit adjacent to a chosen tile 1 space.,Отбросьте всех вокруг выбранной клетки на 1.
ABILITY_GUST2_DESC,"Knock back each unit adjacent to a chosen tile 3 spaces, at infinite range.","Отбросьте всех вокруг выбранной клетки на 3, бесконечная дальность."
ABILITY_BLIZZARD_NAME,Blizzard,Вьюга
ABILITY_BLIZZARD_DESC,Deal ice damage in a wide line with Knockback 1 that inflicts Slow and has a 15% chance to freeze.,"Урон льдом в широкой линии, Отбрасывание 1, Замедление и 15% шанс Заморозки."
ABILITY_BLIZZARD2_DESC,Deal more ice damage in a wide line with Knockback 10 that inflicts Slow and has a 25% chance to freeze.,"Больше урона льдом, Отбрасывание 10, Замедление и 25% шанс Заморозки."
ABILITY_INFERNO_NAME,Inferno,Инферно
ABILITY_INFERNO_DESC,Deal fire damage and inflict Burn 3 to all units in a large circle around you.,Урон огнем и Горение 3 всем юнитам в большом круге вокруг вас.
ABILITY_INFERNO2_DESC,Deal more fire damage and inflict Burn 5 to all units in a large circle around you.,Больше урона огнем и Горение 5 всем юнитам в большом круге вокруг вас.
ABILITY_THUNDERBURST_NAME,Thunderburst,Грозовой взрыв
ABILITY_THUNDERBURST_DESC,Shoot lightning bolts in eight directions with a 15% chance to Stun.,Молнии в 8 направлений с 15% шансом Оглушения.
ABILITY_THUNDERBURST2_DESC,Shoot stronger lightning bolts in eight directions with a 25% chance to Stun.,Сильные молнии в 8 направлений с 25% шансом Оглушения.
ABILITY_DEALWITHTHEDEVIL_NAME,Deal with the Devil,Сделка с Дьяволом
ABILITY_DEALWITHTHEDEVIL_DESC,"Injure yourself, then restore 15 mana.
[s:.7](Castable once per battle.)[/s]","Пораньте себя, затем восстановите 15 маны.
[s:.7](Раз за битву.)[/s]"
ABILITY_DEALWITHTHEDEVIL2_DESC,"Injure yourself, then restore all your mana.
[s:.7](Castable once per battle.)[/s]","Пораньте себя, затем восстановите всю ману.
[s:.7](Раз за битву.)[/s]"
ABILITY_FORBIDDENFLAME_NAME,Forbidden Flame,Запретное пламя
ABILITY_FORBIDDENFLAME_DESC,"Damage all enemies and burn the entire map. There will be permanent consequences for casting this spell…
[s:.7](Castable once per battle.)[/s]","Урон всем врагам и поджог всей карты. Каст будет иметь необратимые последствия...
[s:.7](Раз за битву.)[/s]"
ABILITY_FORBIDDENFLAME2_DESC,"Heavily damage all enemies and burn the entire map. There will be permanent consequences for casting this spell…
[s:.7](Castable once per battle.)[/s]","Дикий урон всем врагам и поджог всей карты. Каст будет иметь необратимые последствия...
[s:.7](Раз за битву.)[/s]"
ABILITY_FORBIDDENFLOOD_NAME,Forbidden Flood,Запретное наводнение
ABILITY_FORBIDDENFLOOD_DESC,"Knock back and damage all enemies, then flood the entire map. There will be permanent consequences for casting this spell…
[s:.7](Castable once per battle.)[/s]","Отбросьте и пораньте всех врагов, затопите всю карту. Каст будет иметь необратимые последствия...
[s:.7](Раз за битву.)[/s]"
ABILITY_FORBIDDENFLOOD2_DESC,"Knock back and damage all enemies, heal all allies, then flood the entire map. There will be permanent consequences for casting this spell…
[s:.7](Castable once per battle.)[/s]","Отбросьте и пораньте всех врагов, исцелите союзников, затопите карту. Каст будет иметь необратимые последствия...
[s:.7](Раз за битву.)[/s]"
ABILITY_WATERSPHERE_NAME,Whirlpool,Водоворот
ABILITY_WATERSPHERE_DESC,Create a whirlpool that spins units and inflicts Confusion on them.,"Создайте водоворот, который крутит юнитов и накладывает Замешательство."
ABILITY_WATERSPHERE2_DESC,Create a larger whirlpool that spins units and inflicts Confusion on them.,"Создайте большой водоворот, который крутит юнитов и накладывает Замешательство."
ABILITY_CHAINLIGHTNING_NAME,Chain Lightning,Цепная молния
ABILITY_CHAINLIGHTNING_DESC,Shoot lightning that chains randomly to other nearby units up to 2 tiles away.,"Молния, которая хаотично скачет на других юнитов (до 2 клеток)."
ABILITY_CHAINLIGHTNING2_DESC,Shoot lightning that chains randomly to other nearby enemies up to 3 tiles away.,"Молния, которая хаотично скачет на других врагов (до 3 клеток)."
ABILITY_SHATTER_NAME,Shatter,Разбивание
ABILITY_SHATTER_DESC,"A melee attack that instantly kills frozen units. If used on a boss, it instead removes Frozen to deal 15 damage and inflict Slow 2.","Мили-атака: убивает замороженных мгновенно. Боссам снимает Лед, наносит 15 урона и Замедление 2."
ABILITY_SHATTER2_DESC,"A spell that instantly kills frozen units in an area. If used on a boss, it instead removes Frozen to deal 15 damage and inflict Slow 2.","Заклинание: убивает замороженных в области. Боссам снимает Лед, наносит 15 урона и Замедление 2."
ABILITY_FORBIDDENFULMINATION_NAME,Forbidden Fulmination,Запретная гроза
ABILITY_FORBIDDENFULMINATION_DESC,"Strike all enemies with lightning, inflicting Stun. There will be permanent consequences for casting this spell…
[s:.7](Castable once per battle.)[/s]","Ударьте всех врагов молнией, накладывая Оглушение. Каст будет иметь необратимые последствия...
[s:.7](Раз за битву.)[/s]"
ABILITY_FORBIDDENFULMINATION2_DESC,"Strike all enemies with lightning, inflicting Stun 2. There will be permanent consequences for casting this spell…
[s:.7](Castable once per battle.)[/s]","Ударьте всех врагов молнией, накладывая Оглушение 2. Каст будет иметь необратимые последствия...
[s:.7](Раз за битву.)[/s]"
ABILITY_FIREBOLT_NAME,Firebolt,Огненная стрела
ABILITY_FIREBOLT_DESC,Cast a fire/electric spell that inflicts Burn 1 and has a 15% chance to inflict Stun in an X shaped area.,Огненно/электрическое заклинание: Горение 1 и 15% шанс Оглушения в Х-образной зоне.
ABILITY_FIREBOLT2_DESC,Cast a fire/electric spell that inflicts Burn 2 and has a 30% chance to inflict Stun in an X shaped area.,Огненно/электрическое заклинание: Горение 2 и 30% шанс Оглушения в Х-образной зоне.
ABILITY_ICICLETASER_NAME,Icicle Zapper,Сосулька-шокер
ABILITY_ICICLETASER_DESC,"Shoot an ice/electric bolt in a straight line. It inflicts Slow 2, has a 25% chance to Stun and a 25% chance to Freeze.","Ледяной/электрический выстрел: Замедление 2, 25% шанс Оглушения и 25% шанс Заморозки."
ABILITY_ICICLETASER2_DESC,"Shoot 2 ice/electric bolts in a straight line. They inflict Slow 2, have a 25% chance to Stun and a 25% chance to Freeze.","Два ледяных/электрических выстрела: Замедление 2, 25% шанс Оглушения и 25% шанс Заморозки."
ABILITY_FREEZERBURN_NAME,Freezer Burn,Обморожение
ABILITY_FREEZERBURN_DESC,"Cast a fire/ice spell that inflicts Burn 2, Slow 2 and Knockback 2 on all units around you.","Огненно/ледяное заклинание: Горение 2, Замедление 2 и Отбрасывание 2 на всех вокруг вас."
ABILITY_FREEZERBURN2_DESC,"Cast a fire/ice spell that inflicts Burn 3, Slow 3 and Knockback 3 on all units around you in a larger area.","Огненно/ледяное заклинание: Горение 3, Замедление 3 и Отбрасывание 3 в большей зоне."
ABILITY_CORRUPT_NAME,Corrupt,Коррупция
ABILITY_CORRUPT_DESC,"Injure yourself, then gain +3 Magic Damage.","Пораньте себя, затем получите +3 Маг. Урона."
ABILITY_CORRUPT2_DESC,"Injure yourself, then gain +3 Magic Damage and emit a Sparkle.","Пораньте себя, затем получите +3 Маг. Урона и испустите Искру."
ABILITY_JOLT_NAME,Jolt,Тряска
ABILITY_JOLT_DESC,Shoot a lightning bolt that deals 1 damage and knocks the unit it hits 3 tiles in the direction it's facing.,"Молния: 1 урон и отбрасывание цели на 3 клетки туда, куда она смотрит."
ABILITY_JOLT2_DESC,Shoot a lightning bolt that deals 2 damage and knocks the unit it hits 6 tiles in the direction it's facing.,"Молния: 2 урона и отбрасывание цели на 6 клеток туда, куда она смотрит."
ABILITY_SMOLDER_NAME,Smolder,Тление
ABILITY_SMOLDER_DESC,Inflict Burn 1 and +1 [img:spd] to a unit in range.,Наложите Горение 1 и +1 [img:spd] на юнита.
