KEY,en,ru
ITEM_TOYGUN_DESC,Use: A melee attack with Knockback 10 and Chain Knockback that inflicts Bruise.,Использование: Атака ближнего боя с Отбрасыванием 10 и Цепным Отбрасыванием. Накладывает Ушиб.
ITEM_TRACTORBEAM_NAME,Tractor Beam,Тракторный Луч
ITEM_TRACTORBEAM_DESC,Use: Pull a unit within 3 tiles all the way towards you. Requires line of sight.,Использование: Притяните юнита в пределах 3 клеток вплотную к себе. Нужна линия обзора.
ITEM_TRASHCANLID_NAME,Trash Can Lid,Крышка Мусорного Бака
ITEM_TRASHCANLID_DESC,Use: A melee attack with Knockback 1.,Использование: Атака ближнего боя с Отбрасыванием 1.
ITEM_TROWEL_NAME,Trowel,Совок
ITEM_TROWEL_DESC,Use: A melee attack with Knockback 1 that spawns a rock.,Использование: Атака ближнего боя с Отбрасыванием 1. Выкапывает камень.
ITEM_UNDERWORLDSTAFF_NAME,Staff of the Underworld,Посох Подземного Мира
ITEM_UNDERWORLDSTAFF_DESC,"Use: A melee attack with Knockback 1.
Passive: Start each battle with a Zombie Cat familiar.","Использование: Атака ближнего боя с Отбрасыванием 1.
Пассивно: Начинайте битву с фамильяром Зомби-Котом."
ITEM_URANIUMROD_NAME,Uranium Rod,Урановый Стержень
ITEM_URANIUMROD_DESC,"Use: A melee attack that inflicts -1 [img:con], Poison 2 and Weakness 1.
At the end of each battle, if you are downed, gain a random mutation.","Использование: Атака ближнего боя, накладывающая -1 [img:con], Яд 2 и Слабость 1.
Если вы вырублены в конце битвы, получите случайную мутацию."
ITEM_USASHIELD_NAME,USA Shield,Щит США
ITEM_USASHIELD_DESC,"Use: A ranged attack that inflicts Stun.
[s:.7](Usable once per battle.)[/s]
Passive: +2 Brace while this weapon is usable.","Использование: Дальняя атака, накладывающая Оглушение.
[s:.7](Можно использовать раз за битву.)[/s]
Пассивно: +2 Стойкость, пока оружие активно."
ITEM_UZI_NAME,Submachine Gun,Пистолет-Пулемет
ITEM_UZI_DESC,Use: Fire 5 shots in a straight line.,Использование: 5 выстрелов по прямой.
ITEM_WHETSTONE_NAME,Whetstone,Точильный Камень
ITEM_WHETSTONE_DESC,Use: Gain +1 Damage for the rest of the battle.,Использование: +1 к Урону до конца битвы.
ITEM_ZODIACSSIXSHOOTER_NAME,Zodiac's Six Shooter,Шестизарядник Зодиака
ITEM_ZODIACSSIXSHOOTER_DESC,"Use: Fire a shot anywhere within your line of sight.
Automatically use this whenever an enemy ends movement within your line of sight.
Reloads at the end of each battle.","Использование: Выстрелите где угодно в пределах обзора.
Автоматически стреляет, когда враг заканчивает движение в поле зрения.
Перезаряжается в конце каждой битвы."
ITEM_THEPACT_NAME,The Pact,Сделка
ITEM_THEPACT_DESC,"Use: Permanently lose 1 [img:con] to gain +1 [img:str], +2 [img:dex] and +2 [img:spd] for the rest of the battle.","Использование: Навсегда потеряйте 1 [img:con], чтобы получить +1 [img:str], +2 [img:dex] и +2 [img:spd] до конца битвы."
ITEM_PROBE_NAME,Probe,Зонд
ITEM_PROBE_DESC,Use: Inflict Charm 3. Can only hit from behind.,Использование: Накладывает Очарование 3. Бьет только сзади.
//trinkets,,
ITEM_AAABATTERY_NAME,AAA Battery,Мизинчиковая Батарейка
ITEM_AAABATTERY_DESC,"Every time you cast 3 spells, gain +3 Charge.",Каждые 3 заклинания дают +3 Заряда.
ITEM_ANGELWING_NAME,Angel Wing,Крыло Ангела
ITEM_ANGELWING_DESC,"If an attack would down you, instead lower your HP to 1. While at 1 HP, this has no effect.","Если атака должна вырубить вас, оставляет вам 1 ОЗ. Не работает, если у вас 1 ОЗ."
ITEM_ANKH_NAME,Ankh,Анх
ITEM_ANKH_DESC,"While you're downed, you have a 50% chance to revive with 33% HP at the end of each round.",В вырубленном состоянии: 50% шанс воскреснуть с 33% ОЗ в конце каждого раунда.
ITEM_BAGOFBAGS_NAME,Bag o' Bags,Мешок с Мешками
ITEM_BAGOFBAGS_DESC,Use: Throw a trash bag on an adjacent tile.,Использование: Бросьте мусорный мешок на соседнюю клетку.
ITEM_BAGOFSEEDS_NAME,Bag of Seeds,Мешок Семян
ITEM_BAGOFSEEDS_DESC,"Use: Spawn grass, flowers, or brambles on an adjacent tile.","Использование: Создайте траву, цветы или терновник на соседней клетке."
ITEM_BALLOFBANDAGES_NAME,Ball of Bandages,Комок Бинтов
ITEM_BALLOFBANDAGES_DESC,"Cleanse one stack of a random debuff at the end of each turn.
+1 Health Regen.","Снимает один стак случайного ослабления в конце каждого хода.
+1 Регенерация Здоровья."
ITEM_BALLOFYARN_NAME,Ball of Yarn,Клубок Пряжи
ITEM_BALLOFYARN_DESC,Spawn a Charmed Kitten with All Stats Up 2 at the start of each battle.,Призывает Очарованного Котенка с Повышением Всех Характеристик 2 в начале битвы.
ITEM_BEESTINGER_NAME,Bee Stinger,Пчелиное Жало
ITEM_BEESTINGER_DESC,Your basic attack inflicts Poison 1.,Ваша базовая атака накладывает Яд 1.
ITEM_BINOCULARS_NAME,Binoculars,Бинокль
ITEM_BINOCULARS_DESC,+2 range.,+2 к дальности.
ITEM_BIRDFEED_NAME,Bird Feed,Птичий Корм
ITEM_BIRDFEED_DESC,+50% chance for an extra bird to spawn at the start of each battle.,+50% шанс появления дополнительной птицы в начале битвы.
ITEM_BIRDHEAD_NAME,Bird Head,Птичья Голова
ITEM_BIRDHEAD_DESC,Your basic attack inflicts Soul Link.,Ваша базовая атака накладывает Связь Душ.
ITEM_BISHOP_NAME,Bishop,Слон
ITEM_BISHOP_DESC,Use: Move any number of tiles in a diagonal line.,Использование: Двигайтесь на любое число клеток по диагонали.
ITEM_BLINKINGEYEBALL_NAME,Blinking Eyeball,Моргающий Глаз
ITEM_BLINKINGEYEBALL_DESC,Your line of sight restrictions are ignored.,Ограничения линии обзора игнорируются.
ITEM_BLOODYCOIN_NAME,Bloody Coin,Кровавая Монета
ITEM_BLOODYCOIN_DESC,"Use: Flip a coin.
Heads: Refresh your basic attack.
Tails: Lose 50% of your HP.","Использование: Подбросьте монету.
Орел: Обновите базовую атаку.
Решка: Потеряйте 50% ОЗ."
ITEM_BLOODYRAZOR_NAME,Bloody Razor,Кровавая Бритва
ITEM_BLOODYRAZOR_DESC,Use: Deal 5 damage to yourself to gain +3 Damage and +1 Magic Damage.,"Использование: Нанесите себе 5 урона, получите +3 к Урону и +1 к Маг. Урону."
ITEM_BODYSPRAY_NAME,Body Spray,Спрей для Тела
ITEM_BODYSPRAY_DESC,,
ITEM_BONEMARROW_NAME,Bone Marrow,Костный Мозг
ITEM_BONEMARROW_DESC,Heal to full at the end of each battle.,Полное исцеление в конце каждой битвы.
ITEM_BOOK_NAME,Book,Книга
ITEM_BOOK_DESC,,
ITEM_BRASSKNUCKLES_NAME,Brass Knuckles,Кастет
ITEM_BRASSKNUCKLES_DESC,Your basic attack inflicts Bruise 1.,Ваша базовая атака накладывает Ушиб 1.
ITEM_BREAKFAST_NAME,Breakfast,Завтрак
ITEM_BREAKFAST_DESC,+2 Health Regen.,+2 Регенерация Здоровья.
ITEM_BROKENMIRROR_NAME,Broken Mirror,Разбитое Зеркало
ITEM_BROKENMIRROR_DESC,,
ITEM_BUTTERBEAN_NAME,Butter Bean,Масляный Боб
ITEM_BUTTERBEAN_DESC,"Use: Fart at an adjacent unit, knocking it back 1 tile.","Использование: Перните на соседнего юнита, отбрасывая его на 1 клетку."
ITEM_CAMBIONCONCEPTION_NAME,Cambion Conception,Непорочное Зачатие
ITEM_CAMBIONCONCEPTION_DESC,Use: Summon a half-sized copy of yourself that has 66% of your stats and is AI controlled.,Использование: Призовите уменьшенную копию себя (66% статов) под контролем ИИ.
ITEM_CANCER_NAME,Cancer,Рак
ITEM_CANCER_DESC,"At the end of each battle, gain -1 to three random stats, then gain a mutation.","В конце битвы получите -1 к трем случайным статам, затем получите мутацию."
ITEM_CARVINGKNIFE_NAME,Carving Knife,Разделочный Нож
ITEM_CARVINGKNIFE_DESC,Use: Take 2 damage and spawn a Meat pickup.,Использование: Получите 2 урона и создайте Мясо.
ITEM_CATONINETAILS_NAME,Cat o' Nine Tails,Кошка-Девятихвостка
ITEM_CATONINETAILS_DESC,Use: Take 1 damage and cleanse one random debuff.,Использование: Получите 1 урон и снимите одно случайное ослабление.
ITEM_CATRIB_NAME,Cat Rib,Кошачье Ребро
ITEM_CATRIB_DESC,"When your body is destroyed, you are reborn as a kitten!",При уничтожении тела вы возрождаетесь котенком!
ITEM_CHARONSOBAL_NAME,Charon's Obol,Обол Харона
ITEM_CHARONSOBAL_DESC,+6 corpse health. Spawn a Charmed Reaper when you are downed.,"+6 к здоровью трупа. Призовите Очарованного Жнеца, когда вас вырубают."
ITEM_CHUPACABRATONGUE_NAME,Chupacabra Tongue,Язык Чупакабры
ITEM_CHUPACABRATONGUE_DESC,Your basic attack has Lifesteal.,Ваша базовая атака имеет Вампиризм.
ITEM_COINPURSE_NAME,Coin Purse,Кошелек
ITEM_COINPURSE_DESC,"When you collect a coin pickup, gain +1 coin.
Find an extra coin at the end of each battle.","При сборе монетки получите +1 монету.
Найдите доп. монету в конце каждой битвы."
ITEM_CONDUCTOR_NAME,Conductor,Проводник
ITEM_CONDUCTOR_DESC,Your Electric Element damage is increased by 1 and has +10% chance to Stun.,Ваш Электрический урон увеличен на 1 и имеет +10% шанс Оглушения.
ITEM_COOKBOOK_NAME,Cookbook,Поваренная Книга
ITEM_COOKBOOK_DESC,"When you kill a unit or destroy a corpse, it becomes meat.",При убийстве юнита или уничтожении трупа он становится мясом.
ITEM_COUNTERFEITCOIN_NAME,Counterfeit Coin,Фальшивая Монета
ITEM_COUNTERFEITCOIN_DESC,"Use: Flip a coin.
Heads: Gain 5 coins.
Tails: Lose 5 coins.","Использование: Подбросьте монету.
Орел: Получите 5 монет.
Решка: Потеряйте 5 монет."
ITEM_D6_NAME,D6,D6
ITEM_D6_DESC,You can reroll your options when you level up.,Вы можете перебросить варианты при повышении уровня.
ITEM_DREAMCATCHER_NAME,Dream Catcher,Ловец Снов
ITEM_DREAMCATCHER_DESC,"Whenever you fall asleep, gain All Stats Up, restore all your mana, and heal a random injury.","Когда вы засыпаете, получите Повышение Всех Характеристик, восстановите всю ману и вылечите случайную травму."
ITEM_DRUIDSWHISTLE_NAME,Druid's Whistle,Свисток Друида
ITEM_DRUIDSWHISTLE_DESC,"Use: Spawn a random animal familiar on an adjacent tile.
[s:.7](Usable once per battle.)[/s]","Использование: Призовите случайного животного-фамильяра на соседней клетке.
[s:.7](Можно использовать раз за битву.)[/s]"
ITEM_DUMBELL_NAME,Dumbbell,Гантель
ITEM_DUMBELL_DESC,,
ITEM_DYBBUKSRIB_NAME,Dybbuk's Rib,Ребро Диббука
ITEM_DYBBUKSRIB_DESC,Charm a random enemy at the start of each battle.,Очаруйте случайного врага в начале каждой битвы.
ITEM_EGGSACK_NAME,Egg Sack,Яйцеклад
ITEM_EGGSACK_DESC,Use: Spawns Spiderlings in an area.,Использование: Призывает Паучков в области.
ITEM_ELECTRICCOIN_NAME,Electric Coin,Электрическая Монета
ITEM_ELECTRICCOIN_DESC,"Use: Flip a coin.
Heads: Refresh your movement action.
Tails: Gain Slow 2.","Использование: Подбросьте монету.
Орел: Обновите действие движения.
Решка: Получите Замедление 2."
ITEM_EMBER_NAME,Ember,Уголек
ITEM_EMBER_DESC,Your Fire Element damage is increased by 1 and inflicts +1 Burn.,Ваш Огненный урон увеличен на 1 и накладывает +1 Горение.
ITEM_EMPTYHAND_NAME,Empty Hand,Пустая Рука
ITEM_EMPTYHAND_DESC,"Use: Gain +3 [img:shield] for each empty armor slot you have.
When this breaks, gain +1 [img:con] permanently.","Использование: Получите +3 [img:shield] за каждый пустой слот брони.
Когда ломается, дает +1 [img:con] навсегда."
ITEM_EMPTYSACK_NAME,Empty Sack,Пустой Мешок
ITEM_EMPTYSACK_DESC,"Spawn 3 pickups at the start of each battle.
Find an extra common item at the end of each battle.","Создает 3 предмета в начале каждой битвы.
Найдите доп. обычный предмет в конце каждой битвы."
ITEM_EMPTYSYRINGE_NAME,Empty Syringe,Пустой Шприц
ITEM_EMPTYSYRINGE_DESC,"When you inflict Bleed or Poison, inflict +1 Bleed or Poison.","Когда вы накладываете Кровотечение или Яд, наложите +1 Кровотечение или Яд."
ITEM_ENCHANTINGPOOP_NAME,Enchanting Poop,Чарующая Какашка
ITEM_ENCHANTINGPOOP_DESC,Spawn a poop at the start of each battle.,Создайте какашку в начале каждой битвы.
ITEM_ESTUSFLASK_NAME,Glowing Flask,Светящаяся Фляга
ITEM_ESTUSFLASK_DESC,Use: Heal 5 HP. This refills at the end of each battle.,Использование: Исцелите 5 ОЗ. Наполняется в конце каждой битвы.
ITEM_FEATHER_NAME,Feather,Перо
ITEM_FEATHER_DESC,Take your turn earlier.,Ходите раньше.
ITEM_FEEDBAG_NAME,Feed Bag,Мешок с Кормом
ITEM_FEEDBAG_DESC,Familiars you spawn gain +2 max HP.,Призванные вами фамильяры получают +2 макс ОЗ.
ITEM_FETUSINAJAR_NAME,Fetus in a Jar,Плод в Банке
ITEM_FETUSINAJAR_DESC,"At the the start of each battle, equip a temporary Bomb if your weapon slot is open.
At the end of each turn, if you didn't use your basic attack, equip another Bomb.","В начале битвы экипируйте временную Бомбу, если слот оружия пуст.
В конце хода, если не атаковали, экипируйте еще Бомбу."
ITEM_FIREWORKS_NAME,Fireworks,Фейерверки
ITEM_FIREWORKS_DESC,"Use: Emit 5 Sparkles.
If you end your turn with 0 mana, this gains +1 use.","Использование: Выпустите 5 Искр.
Если заканчиваете ход с 0 маны, получает +1 использование."
ITEM_FISHHOOK_NAME,Fish Hook,Рыболовный Крючок
ITEM_FISHHOOK_DESC,"If you would knockback a unit, instead deal extra damage to it equal to the knockback.","Если вы должны отбросить юнита, вместо этого нанесите ему доп. урон, равный отбрасыванию."
ITEM_FLYLARVA_NAME,Fly Larva,Личинка Мухи
ITEM_FLYLARVA_DESC,Your basic attack inflicts Rot 1.,Ваша базовая атака накладывает Гниение 1.
ITEM_FORK_NAME,Fork,Вилка
ITEM_FORK_DESC,Heal 5 HP when you kill a unit or destroy a corpse.,"Лечите 5 ОЗ, когда убиваете юнита или уничтожаете труп."
ITEM_FRIENDSHIPBRACELET_NAME,Friendship Bracelet,Браслет Дружбы
ITEM_FRIENDSHIPBRACELET_DESC,Use: Permanently charm a non-boss enemy. It joins your party.,Использование: Навсегда очаруйте врага (не босса). Он присоединится к группе.
ITEM_FURNITUREBOX_NAME,Furniture Box,Коробка с Мебелью
ITEM_FURNITUREBOX_DESC,"Breaks when [img:shield] is depleted.
Becomes a random piece of furniture when you return home.","Ломается, когда [img:shield] истощен.
Становится случайной мебелью по возвращении домой."
ITEM_FURNITUREBOX_RARE_NAME,Rare Furniture Box,Коробка с Редкой Мебелью
ITEM_FURNITUREBOX_RARE_DESC,"Breaks when [img:shield] is depleted.
Becomes a random piece of rare furniture when you return home.","Ломается, когда [img:shield] истощен.
Становится случайной редкой мебелью по возвращении домой."
ITEM_GALLONOFWATER_NAME,Gallon of Water,Галлон Воды
ITEM_GALLONOFWATER_DESC,"Use: Heal +5 HP and gain Heatwave immunity.
Refills when affected by Water Element effects.","Использование: Лечит +5 ОЗ, дает иммунитет к Жаре.
Наполняется при воздействии Водной Стихии."
ITEM_GLITCH_NAME,Glitch,Глитч
ITEM_GLITCH_DESC,Use: Scramble the last spell you used. Permanently.,Использование: Исказите последнее использованное заклинание. Навсегда.
ITEM_GLOWINGCOIN_NAME,Glowing Coin,Светящаяся Монета
ITEM_GLOWINGCOIN_DESC,"Use: Flip a coin.
Heads: Double your mana.
Tails: Lose 50% of your mana.","Использование: Подбросьте монету.
Орел: Удвойте ману.
Решка: Потеряйте 50% маны."
ITEM_GLOWINGSEED_NAME,Glowing Seed,Светящееся Семя
ITEM_GLOWINGSEED_DESC,Your basic attack spawns tall grass.,Ваша базовая атака создает высокую траву.
ITEM_GLUE_NAME,Glue,Клей
ITEM_GLUE_DESC,"Use: Gain +20% Dodge Chance, -1 [img:int] and Confusion 2.","Использование: Получите +20% Уклонения, -1 [img:int] и Замешательство 2."
ITEM_GOLDENEGG_NAME,Golden Egg,Золотое Яйцо
ITEM_GOLDENEGG_DESC,Find 3-5 extra coins at the end of each battle.,Находите 3-5 доп. монет в конце каждой битвы.
ITEM_GOLDENTOOTH_NAME,Golden Tooth,Золотой Зуб
ITEM_GOLDENTOOTH_DESC,Becomes {aux} coins when you return home.,Становится {aux} монет по возвращении домой.
ITEM_GORGONSEYE_NAME,Gorgon's Eye,Глаз Горгоны
ITEM_GORGONSEYE_DESC,Use: Petrify all nearby units in your line of sight.,Использование: Окамените всех близких юнитов в поле зрения.
ITEM_GREENDRINK_NAME,Green Drink,Зеленый Напиток
ITEM_GREENDRINK_DESC,"Use: Gain 5 mana.
[s:.7](Usable once per battle.)[/s]","Использование: Получите 5 маны.
[s:.7](Можно использовать раз за битву.)[/s]"
ITEM_GREENWHISTLE_NAME,Green Whistle,Зеленый Свисток
ITEM_GREENWHISTLE_DESC,"Use: Summon a really big Leg.
[s:.7](Usable once per battle.)[/s]","Использование: Призовите очень большую Ногу.
[s:.7](Можно использовать раз за битву.)[/s]"
ITEM_HEAVYROCK_NAME,Heavy Rock,Тяжелый Камень
ITEM_HEAVYROCK_DESC,Rocks you knock back deal +5 damage and have Chain Knockback.,"Камни, которые вы отбрасываете, наносят +5 урона и имеют Цепное Отбрасывание."
ITEM_HEXAGRAMSIGIL_NAME,Hexagram Sigil,Печать Гексаграммы
ITEM_HEXAGRAMSIGIL_DESC,"+3 Magic Damage.
You are immune to buffs and debuffs.
When you die, you don't leave a corpse.","+3 Маг. Урона.
Иммунитет к баффам и дебаффам.
При смерти вы не оставляете трупа."
ITEM_HOLYWATER_NAME,Holy Water,Святая Вода
ITEM_HOLYWATER_DESC,Heal 2 HP in an area.,Лечит 2 ОЗ в области.
ITEM_HOTLUNCH_NAME,Hot Lunch,Горячий Обед
ITEM_HOTLUNCH_DESC,Spawn a Flaming Meat pickup.,Создайте Горящее Мясо.
ITEM_HUMANBRAIN_NAME,Human Brain,Человеческий Мозг
ITEM_HUMANBRAIN_DESC,,
ITEM_HUMANEYE_NAME,Human Eye,Человеческий Глаз
ITEM_HUMANEYE_DESC,,
ITEM_HUMANFOOT_NAME,Human Foot,Человеческая Ступня
ITEM_HUMANFOOT_DESC,,
ITEM_HUMANHAND_NAME,Human Hand,Человеческая Рука
ITEM_HUMANHAND_DESC,,
ITEM_HUMANHEAD_NAME,Human Head,Человеческая Голова
ITEM_HUMANHEAD_DESC,,
ITEM_HUMANHEART_NAME,Human Heart,Человеческое Сердце
ITEM_HUMANHEART_DESC,,
ITEM_HUMANLEGBONE_NAME,Human Leg Bone,Кость Человеческой Ноги
ITEM_HUMANLEGBONE_DESC,,
ITEM_HUMANTOE_NAME,Human Toe,Палец Человека
ITEM_HUMANTOE_DESC,,
ITEM_HUNTERSFLUTE_NAME,Hunter's Flute,Флейта Охотника
ITEM_HUNTERSFLUTE_DESC,"Spawn 2-3 random familiars on adjacent tiles.
[s:.7](Usable once per battle.)[/s]","Призовите 2-3 случайных фамильяров на соседних клетках.
[s:.7](Можно использовать раз за битву.)[/s]"
ITEM_IMMACULATEHEART_NAME,Immaculate Heart,Непорочное Сердце
ITEM_IMMACULATEHEART_DESC,"+2 Damage, +1 Magic Damage. Emit 3 Sparkles when you use your basic attack.","+2 Урон, +1 Маг. Урон. Выпускает 3 Искры при базовой атаке."
ITEM_IPECAC_NAME,Ipecac,Ипекак
ITEM_IPECAC_DESC,Your basic attack is Explosive Shot.,Ваша базовая атака — Взрывной Выстрел.
ITEM_JAROFLEECHES_NAME,Jar of Leeches,Банка Пиявок
ITEM_JAROFLEECHES_DESC,Your basic attack inflicts Leech 1.,Ваша базовая атака накладывает Пиявку 1.
ITEM_JAZZERCISEVHSTAPE_NAME,Jazzercise VHS Tape,Кассета с Аэробикой
ITEM_JAZZERCISEVHSTAPE_DESC,,
ITEM_KNIGHT_NAME,Knight,Конь
ITEM_KNIGHT_DESC,Use: Jump in an L shape.,Использование: Прыгните буквой Г.
ITEM_LARGEMETEOR_NAME,Large Meteor,Большой Метеор
ITEM_LARGEMETEOR_DESC,"- {str_aux_passive_name} -
{str_aux_passive_desc}","- {str_aux_passive_name} -
{str_aux_passive_desc}"
ITEM_LIBRA_NAME,Libra,Весы
ITEM_LIBRA_DESC,Balances all stats. This applies after all stat modifiers.,Уравнивает все статы. Применяется после всех модификаторов.
ITEM_LILBATTERY_NAME,Lil' Battery,Маленькая Батарейка
ITEM_LILBATTERY_DESC,"Use: Refresh all items and spells with a once per battle restriction.
Can be used on allies.
[s:.7](Usable once per battle. Can't be refreshed.)[/s]","Использование: Обновите все предметы и заклинания с лимитом ""раз за битву"".
Можно использовать на союзниках.
[s:.7](Можно использовать раз за битву. Нельзя обновить.)[/s]"
ITEM_LIQUIDMETAL_NAME,Liquid Metal,Жидкий Металл
ITEM_LIQUIDMETAL_DESC,+25% Dodge Chance.,+25% Уклонения.
ITEM_LIQUIDNITROGEN_NAME,Liquid Nitrogen,Жидкий Азот
ITEM_LIQUIDNITROGEN_DESC,Your Ice Element damage is increased by 2.,Ваш Ледяной урон увеличен на 2.
ITEM_LUCIFERSIGIL_NAME,Lucifer Sigil,Печать Люцифера
ITEM_LUCIFERSIGIL_DESC,Summon a Charmed Brute at the start of each battle.,Призывайте Очарованного Громилу в начале каждой битвы.
ITEM_LUCKYCOIN_NAME,Lucky Coin,Счастливая Монета
ITEM_LUCKYCOIN_DESC,Coins that spawn at the start of each battle are doubled.,"Монеты, появляющиеся в начале битвы, удваиваются."
ITEM_LUCKYCOINPURSE_NAME,Lucky Coin Purse,Счастливый Кошелек
ITEM_LUCKYCOINPURSE_DESC,Gain +2 [img:lck] each time you gain a coin.,"Получайте +2 [img:lck] каждый раз, когда получаете монету."
ITEM_LUCKYPENNY_NAME,Lucky Penny,Счастливое Пенни
ITEM_LUCKYPENNY_DESC,,
ITEM_LUNCHBOX_NAME,Lunch Box,Ланчбокс
ITEM_LUNCHBOX_DESC,"Use: Heal 5 HP.
Whenever you collect a food pickup, instead of its normal effects, add +1 use to this item.","Использование: Исцелите 5 ОЗ.
Сбор еды вместо обычного эффекта дает +1 использование этому предмету."
ITEM_MAGICSEED_NAME,Magic Seed,Магическое Семя
ITEM_MAGICSEED_DESC,Your basic attack spawns brambles.,Ваша базовая атака создает терновник.
ITEM_MATCHSTICK_NAME,Match Stick,Спичка
ITEM_MATCHSTICK_DESC,Your basic attack inflicts Burn 1.,Ваша базовая атака накладывает Горение 1.
ITEM_MEATCUBE_NAME,Meat Cube,Кубик Мяса
ITEM_MEATCUBE_DESC,Start with a Flesh Lad familiar.,Начните с фамильяром Мясным Парнем.
ITEM_METALPLATE_NAME,Metal Plate,Металлическая Пластина
ITEM_METALPLATE_DESC,Gain +1 Brace when you kill an enemy.,Получите +1 Стойкость при убийстве врага.
ITEM_METRONOME_NAME,Metronome,Метроном
ITEM_METRONOME_DESC,"Use: Cast a random upgraded spell.
[s:.7](Usable once per battle.)[/s]","Использование: Сотворите случайное улучшенное заклинание.
[s:.7](Можно использовать раз за битву.)[/s]"
ITEM_MINDSTONE_NAME,Mind Stone,Камень Разума
ITEM_MINDSTONE_DESC,Your collarless spells cost -2 mana.,Ваши бесцветные заклинания стоят -2 маны.
ITEM_MISSINGPOSTER_NAME,Missing Poster,Постер о Пропаже
ITEM_MISSINGPOSTER_DESC,???,???
ITEM_MOMSRING_NAME,Mom's Ring,Мамино Кольцо
ITEM_MOMSRING_DESC,+1 Damage. Find a pill at the end of each battle.,+1 Урон. Находите таблетку в конце каждой битвы.
ITEM_MOTHERSLOVE_NAME,Mother's Love,Мамина Любовь
ITEM_MOTHERSLOVE_DESC,+6 Health Regen.,+6 Регенерация Здоровья.
ITEM_MULTIPLIER_NAME,Multiplier,Множитель
ITEM_MULTIPLIER_DESC,You can use your weapon an extra time each turn.,Вы можете использовать оружие лишний раз каждый ход.
ITEM_MUNDANESTONE_NAME,Mundane Stone,Обыденный Камень
ITEM_MUNDANESTONE_DESC,Your basic attack's damage is increased by your lowest stat minus 2.,Урон вашей базовой атаки увеличен на вашу самую низкую характеристику минус 2.
ITEM_MYSHADOW_NAME,My Shadow,Моя Тень
ITEM_MYSHADOW_DESC,"Use: Move 3 tiles, leaving a shadow copy behind that mimics your basic attack.
The shadow fades at the end of the turn.","Использование: Переместитесь на 3 клетки, оставив теневую копию, повторяющую вашу базовую атаку.
Тень исчезает в конце хода."
ITEM_NATURAL20_NAME,Natural 20,Натуральная 20
ITEM_NATURAL20_DESC,"Your weapons have +50% Crit Chance.
Your basic attack has +10% Crit Chance.","Ваше оружие имеет +50% Шанс Крита.
Ваша базовая атака имеет +10% Шанс Крита."
ITEM_NEVERSTONE_NAME,Neverstone,Камень-Никогда
ITEM_NEVERSTONE_DESC,Never level up.,Никогда не повышайте уровень.
ITEM_NIGHTSHADE_NAME,Nightshade,Паслен
ITEM_NIGHTSHADE_DESC,"When you inflict Poison, inflict +2 Poison.
Start with Poison 2.","Когда вы накладываете Яд, наложите +2 Яда.
Начните с Ядом 2."
ITEM_NINNYSTICK_NAME,Ninny Stick,Палка Дурачка
ITEM_NINNYSTICK_DESC,"Reroll your other equipped items at the end of each battle.
You can reroll your options when you level up.","Перебрасывайте другие экипированные предметы в конце каждой битвы.
Вы можете перебрасывать варианты при повышении уровня."
ITEM_OLDSHOE_NAME,Old Shoe,Старый Ботинок
ITEM_OLDSHOE_DESC,,
ITEM_PAWN_NAME,Pawn,Пешка
ITEM_PAWN_DESC,Use: Move 1 tile toward the closest enemy.,Использование: Переместитесь на 1 клетку к ближайшему врагу.
ITEM_PENTAGRAMSIGIL_NAME,Pentagram Sigil,Печать Пентаграммы
ITEM_PENTAGRAMSIGIL_DESC,Use: Take 5 damage and refresh your basic attack and movement actions.,Использование: Получите 5 урона и обновите базовую атаку и движение.
ITEM_PETRIFIEDPINKY_NAME,Petrified Pinky,Окаменелый Мизинец
ITEM_PETRIFIEDPINKY_DESC,"If an attack would down you, instead this breaks and you regain 50% of your max HP.","Если атака должна вырубить вас, предмет ломается, и вы восстанавливаете 50% макс ОЗ."
ITEM_PETRIFIEDPOOP_NAME,Petrified Poop,Окаменелая Какашка
ITEM_PETRIFIEDPOOP_DESC,Familiars you spawn gain +2 [img:shield].,Призванные вами фамильяры получают +2 [img:shield].
ITEM_PRAYERCARD_NAME,Prayer Card,Молитвенная Карточка
ITEM_PRAYERCARD_DESC,33% chance to gain +1 [img:divineshield] each time you take damage.,33% шанс получить +1 [img:divineshield] при получении урона.
ITEM_PULLTAB_NAME,Pull Tab,Колечко от Банки
ITEM_PULLTAB_DESC,,
ITEM_PURPLEDRINK_NAME,Purple Drink,Фиолетовый Напиток
ITEM_PURPLEDRINK_DESC,"Use: Heal 2 HP, gain 2 mana and +1 [img:shield].
[s:.7](Usable once per battle.)[/s]","Использование: Исцелите 2 ОЗ, получите 2 маны и +1 [img:shield].
[s:.7](Можно использовать раз за битву.)[/s]"
ITEM_QUEEN_NAME,Queen,Ферзь
ITEM_QUEEN_DESC,Use: Move any number of tiles in a straight or diagonal line.,Использование: Двигайтесь на любое число клеток по прямой или диагонали.
ITEM_RAGEJUICE_NAME,Rage Juice,Сок Ярости
ITEM_RAGEJUICE_DESC,"Use: Gain +4 [img:str], +4 [img:spd], Brace 2 and Madness for the rest of the battle.
[s:.7](Usable once per battle.)[/s]","Использование: Получите +4 [img:str], +4 [img:spd], Стойкость 2 и Безумие до конца битвы.
[s:.7](Можно использовать раз за битву.)[/s]"
ITEM_RATBEZOAR_NAME,Rat Bezoar,Крысиный Безоар
ITEM_RATBEZOAR_DESC,Poisonous 1.,Ядовитый 1.
