KEY,en,ru
PASSIVE_HARPOONER_NAME,Harpooner,Гарпунер
PASSIVE_HARPOONER_DESC,"When an enemy moves in range, hook it.","Когда враг входит в радиус, подцепите его."
PASSIVE_HARPOONER2_DESC,"When an enemy moves in range, hook it. Your hook deals +2 Damage.","Когда враг входит в радиус, подцепите его. Крюк наносит +2 Урона."
PASSIVE_HARPOONER_MULTICLASS_DESC,"When an enemy moves in range, attack it with your weapon.","Когда враг входит в радиус, атакуйте оружием."
PASSIVE_HARPOONER2_MULTICLASS_DESC,"When an enemy moves in range, attack it with your weapon. Your weapon deals +2 Damage.","Когда враг входит в радиус, атакуйте оружием. Оружие наносит +2 Урона."
PASSIVE_LORDOFTHEFLIES_NAME,Lord of the Flies,Повелитель Мух
PASSIVE_LORDOFTHEFLIES_DESC,"All flies are Charmed and get +1 Damage.
Whenever you inflict Rot, you inflict +1 Rot.","Все мухи Очарованы и имеют +1 Урон.
Когда накладываете Гниль, накладываете +1 Гниль."
PASSIVE_LORDOFTHEFLIES2_DESC,"All flies are Charmed and get +4 Damage.
Whenever you inflict Rot, you inflict +1 Rot.","Все мухи Очарованы и имеют +4 Урон.
Когда накладываете Гниль, накладываете +1 Гниль."
PASSIVE_SCHADENFREUDE_NAME,Schadenfreude,Злорадство
PASSIVE_SCHADENFREUDE_DESC,Your [img:str] and [img:con] are increased by 2 for each disorder your party has.,Ваши [img:str] и [img:con] увеличены на 2 за каждое расстройство у группы.
PASSIVE_SCHADENFREUDE2_DESC,All of your stats are increased by 2 for each disorder your party has.,Все статы увеличены на 2 за каждое расстройство у группы.
PASSIVE_GURGITATOR_NAME,Gurgitator,Пожиратель
PASSIVE_GURGITATOR_DESC,"Whenever you heal over your max HP, gain +1 [img:str].","Когда лечитесь сверх максимума, получите +1 [img:str]."
PASSIVE_GURGITATOR2_DESC,"Whenever you heal over your max HP, gain +1 [img:str] and +1 Weapon Damage.","Когда лечитесь сверх максимума, получите +1 [img:str] и +1 Урон Оружием."
PASSIVE_LOOSEMEAT_NAME,Loose Meat,Лишнее Мясо
PASSIVE_LOOSEMEAT_DESC,"When you take damage, spawn a food pickup.","При получении урона, создайте еду."
PASSIVE_LOOSEMEAT2_DESC,"When you take damage or move, spawn a food pickup.","При получении урона или движении, создайте еду."
PASSIVE_HACK_NAME,Hack,Рубка
PASSIVE_HACK_DESC,"Your basic attack is always critical against enemies with [img:shield].
Your basic attack's critical hits remove buffs from units.","Базовая атака всегда критует по врагам с [img:shield].
Криты базовой атаки снимают баффы."
PASSIVE_HACK2_DESC,"Your basic attack is always critical against enemies with [img:shield].
Your basic attack's critical hits remove buffs from units.
Your critical hits deal +100% damage.","Базовая атака всегда критует по врагам с [img:shield].
Криты базовой атаки снимают баффы.
Криты наносят +100% урона."
PASSIVE_BOWLINGBALL_NAME,Bowling Ball,Шар для Боулинга
PASSIVE_BOWLINGBALL_DESC,Adjacent and diagonal allied cats get the bonus ability Bowl.,Соседние и диагональные союзные коты получают бонус-способность Катиться.
PASSIVE_BOWLINGBALL2_DESC,Adjacent and diagonal allied cats get the bonus ability Bowl+.,Соседние и диагональные союзные коты получают бонус-способность Катиться+.
PASSIVE_TESTY_NAME,Testy,Раздражительный
PASSIVE_TESTY_DESC,"When you take damage, gain +1 movement range until the end of your turn.","При получении урона, +1 дальность движения до конца хода."
PASSIVE_TESTY2_DESC,"When you take damage, gain +1 movement range.","При получении урона, +1 дальность движения."
PASSIVE_INDIGESTION_NAME,Indigestion,Несварение
PASSIVE_INDIGESTION_DESC,"Whenever you heal over your max HP, fart and inflict Poison 3 on adjacent units.","Когда лечитесь сверх максимума, перните и наложите Яд 3 на соседей."
PASSIVE_INDIGESTION2_DESC,"Whenever you heal over your max HP, fart and inflict Poison 3 and Burn 3 on adjacent units.","Когда лечитесь сверх максимума, перните и наложите Яд 3 и Ожог 3 на соседей."
PASSIVE_INCUBATOR_NAME,Incubator,Инкубатор
PASSIVE_INCUBATOR_DESC,"Whenever you heal over your max HP, spawn a rot fly.","Когда лечитесь сверх максимума, создайте муху гнили."
PASSIVE_INCUBATOR2_DESC,"Whenever you heal over your max HP, spawn a rot fly with HP and damage equal to the excess healing.","Когда лечитесь сверх максимума, создайте муху гнили с ОЗ и уроном равным лишнему лечению."
PASSIVE_DUKEOFFLIES_NAME,Duke of Flies,Герцог Мух
PASSIVE_DUKEOFFLIES_DESC,"At the end of the battle, all food pickups become allied flies.
Allied flies stay with you between battles.","В конце битвы, вся еда становится союзными мухами.
Мухи остаются с вами между битвами."
PASSIVE_DUKEOFFLIES2_DESC,"At the end of the battle, all food pickups become allied flies.
Allied flies stay with you between battles.
Your basic attack spawns flies.","В конце битвы, вся еда становится союзными мухами.
Мухи остаются с вами между битвами.
Базовая атака создает мух."
//fighter,,
PASSIVE_FRENZY_NAME,Frenzy,Бешенство
PASSIVE_FRENZY_DESC,"When you down a unit, gain +2 [img:str].","Когда вырубаете юнита, +2 [img:str]."
PASSIVE_FRENZY2_DESC,"When you down a unit, gain +2 [img:str] and +2 [img:spd].","Когда вырубаете юнита, +2 [img:str] и +2 [img:spd]."
PASSIVE_AVENGER_NAME,Avenger,Мститель
PASSIVE_AVENGER_DESC,"When an allied cat is downed, gain All Stats Up 2 and heal 8.","Когда союзник вырублен, получите Повышение Всех Хар-к 2 и похильте 8."
PASSIVE_AVENGER2_DESC,"When an allied cat is downed, gain All Stats Up 2, heal 50% of your max HP, and take an extra turn.","Когда союзник вырублен, получите Повышение Всех Хар-к 2, похильте 50% макс ОЗ, и доп. ход."
PASSIVE_SCARS_NAME,Scars,Шрамы
PASSIVE_SCARS_DESC,+1 Brace.,+1 Стойкость.
PASSIVE_SCARS2_DESC,+3 Brace.,+3 Стойкость.
PASSIVE_HULKUP_NAME,Hulk Up,Халк
PASSIVE_HULKUP_DESC,"When you take damage, gain +2 [img:spd].","При получении урона, +2 [img:spd]."
PASSIVE_HULKUP2_DESC,"When you take damage, gain +2 [img:spd] and +10% dodge. This caps at 50%.","При получении урона, +2 [img:spd] и +10% уворот. Максимум 50%."
PASSIVE_FERVOR_NAME,Fervor,Рвение
PASSIVE_FERVOR_DESC,"When you down a unit, you heal 5 HP.","Когда вырубаете юнита, лечите 5 ОЗ."
PASSIVE_FERVOR2_DESC,"When you down a unit, you heal 50% of your HP.","Когда вырубаете юнита, лечите 50% своего ОЗ."
PASSIVE_VENGEFUL_NAME,Vengeful,Мстительный
PASSIVE_VENGEFUL_DESC,Your basic attack is always critical on enemies that have damaged you.,"Базовая атака всегда критует по врагам, нанесшим вам урон."
PASSIVE_VENGEFUL2_DESC,"Your basic attack is always critical on enemies units that have damaged you.
Inflict Marked on units that contact or attack you.","Базовая атака всегда критует по врагам, нанесшим вам урон.
Накладывает Метку на юнитов, касающихся или атакующих вас."
PASSIVE_HAMSTERSTYLE_NAME,Hamster Style,Стиль Хомяка
PASSIVE_HAMSTERSTYLE_DESC,"+1 Health Regeneration.
Start with 2 Bonus Moves.","+1 Регенерация Здоровья.
Начните с 2 Бонусными Движениями."
PASSIVE_HAMSTERSTYLE2_DESC,"+2 Health Regeneration.
Start with 2 Bonus Moves.
Your basic attack has a chance to attack multiple times.","+2 Регенерация Здоровья.
Начните с 2 Бонусными Движениями.
Базовая атака имеет шанс ударить несколько раз."
PASSIVE_WEAPONMASTER_NAME,Weapon Master,Мастер Оружия
PASSIVE_WEAPONMASTER_DESC,Your weapon and item abilities deal +2 Damage and get +25% critical chance. A pipe is added to your inventory.,Способности оружия и предметов наносят +2 Урона и имеют +25% шанс крита. Труба добавлена в инвентарь.
PASSIVE_WEAPONMASTER2_DESC,"Your weapon and item abilities deal +3 Damage and get +50% critical chance.
If you don't have a weapon, gain a random temporary weapon at the beginning of the battle.","Способности оружия и предметов наносят +3 Урона и имеют +50% шанс крита.
Если нет оружия, получите случайное временное в начале битвы."
PASSIVE_SHOULDERCHECK_NAME,Shoulder Check,Плечевой Удар
PASSIVE_SHOULDERCHECK_DESC,"If you're facing a unit after you move, automatically attack it at 33% damage.","Если смотрите на юнита после движения, авто-атакуйте на 33% урона."
PASSIVE_SHOULDERCHECK2_DESC,"If you're facing a unit after you move, automatically attack the unit.","Если смотрите на юнита после движения, авто-атакуйте его."
PASSIVE_SKULLSMASH_NAME,Skullcrack,Череполом
PASSIVE_SKULLSMASH_DESC,Your basic attack inflicts Bruise.,Базовая атака накладывает Ушиб.
PASSIVE_SKULLSMASH2_DESC,Your basic attack inflicts Bruise 2.,Базовая атака накладывает Ушиб 2.
PASSIVE_TURTLESTYLE_NAME,Turtle Style,Стиль Черепахи
PASSIVE_TURTLESTYLE_DESC,,
PASSIVE_TURTLESTYLE2_DESC,+2 Brace,+2 Стойкость
PASSIVE_OVERPOWERED_NAME,OVERPOWERED!!!,ИМБА!!!
PASSIVE_OVERPOWERED_DESC,"Excess damage you deal to units makes them explode, dealing the excess damage to units around it, except for you.","Лишний урон взрывает врагов, нанося лишний урон юнитам вокруг, кроме вас."
PASSIVE_OVERPOWERED2_DESC,"Excess damage you deal to units makes them explode, dealing the excess damage to units within 2 tiles of it, except for you.","Лишний урон взрывает врагов, нанося лишний урон юнитам в 2 клетках вокруг, кроме вас."
PASSIVE_FIGHTME_NAME,Underdog,Андердог
PASSIVE_FIGHTME_DESC,You have +2 [img:str] and +1 Brace for each enemy adjacent to you.,+2 [img:str] и +1 Стойкость за каждого соседнего врага.
PASSIVE_FIGHTME2_DESC,You have +3 [img:str] and +2 Brace for each enemy adjacent to you.,+3 [img:str] и +2 Стойкость за каждого соседнего врага.
PASSIVE_MATHQ_NAME,Math?,Математика?
PASSIVE_MATHQ_DESC,"Your spells cost 3 mana to cast, but each can be cast only once per turn.","Заклинания стоят 3 маны, но каждое можно использовать лишь раз за ход."
PASSIVE_MATHQ2_DESC,"Your spells cost 0 mana to cast, but each can be cast only once per turn.","Заклинания стоят 0 маны, но каждое можно использовать лишь раз за ход."
PASSIVE_DUMBMUSCLE_NAME,Dumb Muscle,Тупая Мышца
PASSIVE_DUMBMUSCLE_DESC,"Lose 1 [img:int] each time you take damage.
If you have 4 or less [img:int], gain +2 [img:str] and your basic attack inflicts Bruise. at 0 [img:int], gain +100% critical hit chance.","Теряете 1 [img:int] при получении урона.
Если 4 или меньше [img:int], +2 [img:str] и базовая атака накладывает Ушиб. При 0 [img:int], +100% шанс крита."
PASSIVE_DUMBMUSCLE2_DESC,"Lose 2 [img:int] each time you take damage.
If you have 4 or less [img:int], gain +2 [img:str] and your basic attack inflicts Bruise. At 0 [img:int], gain +100% critical hit chance. At -10 [img:int], you can use your basic move and attack an additional time each turn.","Теряете 2 [img:int] при получении урона.
Если 4 или меньше [img:int], +2 [img:str] и базовая атака накладывает Ушиб. При 0 [img:int], +100% шанс крита. При -10 [img:int], можете использовать базовое движение и атаку доп. раз."
PASSIVE_THICKSKULL_NAME,Thick Skull,Толстый Череп
PASSIVE_THICKSKULL_DESC,"All injuries you get are Concussions.
You get +3 [img:shield] for each concussion you have. This caps at 30 [img:shield].","Все травмы становятся Сотрясениями.
+3 [img:shield] за каждое сотрясение. Максимум 30 [img:shield]."
PASSIVE_THICKSKULL2_DESC,"All injuries you get are Concussions.
You get +3 [img:shield] and +1 [img:str] for each concussion you have. This caps at 30 [img:shield] and 10 [img:str].","Все травмы становятся Сотрясениями.
+3 [img:shield] и +1 [img:str] за каждое сотрясение. Максимум 30 [img:shield] и 10 [img:str]."
PASSIVE_MOSTVALUABLECAT_NAME,Most Valuable Cat,Самый Ценный Кот
PASSIVE_MOSTVALUABLECAT_DESC,"When you or an ally downs another unit, they become the Alpha.
If you're the Alpha, take an extra turn at the end of each round.","Когда вы или союзник вырубаете юнита, становитесь Альфой.
Если вы Альфа, получите доп. ход в конце раунда."
PASSIVE_MOSTVALUABLECAT2_DESC,"You start the battle as the Alpha.
Whenever you or an ally downs another unit, they become the Alpha.
If you're the Alpha, take an extra turn at the end of each round.","Начинаете битву как Альфа.
Когда вы или союзник вырубаете юнита, становитесь Альфой.
Если вы Альфа, получите доп. ход в конце раунда."
PASSIVE_RATSTYLE_NAME,Rat Style,Стиль Крысы
PASSIVE_RATSTYLE_DESC,+10% dodge chance.,+10% уворот.
PASSIVE_RATSTYLE2_DESC,+30% dodge chance.,+30% уворот.
PASSIVE_BONED_NAME,Boned,Кости
PASSIVE_BONED_DESC,"When you kill a unit, if you don't have a weapon, gain a Bone Club.","При убийстве юнита, если нет оружия, получите Дубину из Кости."
PASSIVE_BONED2_DESC,"When you kill a unit, if you don't have a weapon, gain a Bone Club.
Bonus Ability: Throw Weapon.","При убийстве юнита, если нет оружия, получите Дубину из Кости.
Бонус-способность: Бросок Оружия."
PASSIVE_DUALWIELD_NAME,Dual Wield,Два Оружия
PASSIVE_DUALWIELD_DESC,"When you use your weapon, automatically use it again for free.","При использовании оружия, автоматически используйте снова бесплатно."
PASSIVE_DUALWIELD2_DESC,"When you use your weapon, automatically use it again for free, and then again! for free!","При использовании оружия, автоматически используйте снова бесплатно, и потом еще! бесплатно!"
PASSIVE_PATELLARREFLEX_NAME,Patellar Reflex,Коленный Рефлекс
PASSIVE_PATELLARREFLEX_DESC,"When a unit damages you, counter-attack dealing 1 damage and inflicting Bruise.","Когда юнит наносит урон, контратакуйте на 1 урон и наложите Ушиб."
PASSIVE_PATELLARREFLEX2_DESC,"When a unit damages you, counter-attack with your basic attack and inflict Bruise.","Когда юнит наносит урон, контратакуйте базовой атакой и наложите Ушиб."
PASSIVE_HITME_NAME,Hit Me,Ударь Меня
PASSIVE_HITME_DESC,"When you take damage from an ally, basic attack in the direction you're facing.
Damage you take from allies is reduced to 1.","При получении урона от союзника, базовая атака в направлении взгляда.
Урон от союзников снижен до 1."
PASSIVE_HITME2_DESC,"When you take damage from an ally, basic attack in the direction you're facing.
Damage you take from allies is reduced to 1.
Whenever you take damage, gain +1 to a random stat.","При получении урона от союзника, базовая атака в направлении взгляда.
Урон от союзников снижен до 1.
При получении урона, +1 к случайной хар-ке."
PASSIVE_SMASH_NAME,Smash!,Разгром!
PASSIVE_SMASH_DESC,"Your weapons deals triple damage, but they always break when you use them.
Three Sticks are added to your inventory.","Оружие наносит тройной урон, но всегда ломается при использовании.
Три Палки добавлены в инвентарь."
PASSIVE_SMASH2_DESC,"Your weapons deals triple damage, but they have a 50% chance to break when you use them.
Three more Sticks are added to your inventory.","Оружие наносит тройной урон, но имеет 50% шанс сломаться при использовании.
Еще три Палки добавлены в инвентарь."
PASSIVE_PUNCHFACE_NAME,Punch Face,Удар в Лицо
PASSIVE_PUNCHFACE_DESC,Your basic attacks are critical if they hit the front of a unit.,"Базовые атаки критические, если бьют в лицо юнита."
PASSIVE_PUNCHFACE2_DESC,Your physical attacks are critical if they hit the front of a unit.,"Физ. атаки критические, если бьют в лицо юнита."
PASSIVE_MERCILESS_NAME,Merciless,Безжалостный
PASSIVE_MERCILESS_DESC,"When you deal 10 or more damage in a single hit, gain +2 [img:shield] and refresh your movement action.","При нанесении 10+ урона одним ударом, +2 [img:shield] и обновите движение."
PASSIVE_MERCILESS2_DESC,"When you deal 10 or more damage in a single hit, gain +2 [img:shield], All Stats Up, and refresh your movement action.","При нанесении 10+ урона одним ударом, +2 [img:shield], Повышение Всех Хар-к и обновите движение."
//druid,,
PASSIVE_SUPERCROW_NAME,Super Crow!,Супер Ворона!
PASSIVE_SUPERCROW_DESC,Your crow has its abilities upgraded.,Способности вороны улучшены.
PASSIVE_SUPERCROW2_DESC,Your crow has its abilities upgraded… Twice!,Способности вороны улучшены... Дважды!
PASSIVE_NATUREGUIDANCE_NAME,Nature's Guidance,Наставление Природы
PASSIVE_NATUREGUIDANCE_DESC,"Allied familiars are immune to damage from tiles, knockback, thorns, and trample.","Союзные фамильяры имунны к урону тайлов, отбрасыванию, шипам и растаптыванию."
PASSIVE_NATUREGUIDANCE2_DESC,"Allied familiars are immune to damage from tiles, knockback, thorns, and trample.
Familiars you spawn gain +1 Holy Shield.","Союзные фамильяры имунны к урону тайлов, отбрасыванию, шипам и растаптыванию.
Призванные фамильяры получают +1 Божественный Щит."
PASSIVE_POISONIVY_NAME,Poison Ivy,Ядовитый Плющ
PASSIVE_POISONIVY_DESC,You and familiar you spawn are Poisonous.,Вы и призванные фамильяры Ядовиты.
PASSIVE_POISONIVY2_DESC,"You and familiar you spawn have Poisonous 2.
",Вы и призванные фамильяры имеете Ядовитость 2.
PASSIVE_PATHFINDER_NAME,Pathfinder,Следопыт
PASSIVE_PATHFINDER_DESC,Grass tiles are free to move through for you and familiars you spawn. Plant grass as you walk.,Трава свободна для прохода вам и фамильярам. Сажаете траву при ходьбе.
PASSIVE_PATHFINDER2_DESC,Grass tiles are free to move through for you and familiars you spawn. Gain +1 HP when moving through grass tiles. Plant grass as you walk.,Трава свободна для прохода вам и фамильярам. +1 ОЗ при ходе по траве. Сажаете траву при ходьбе.
PASSIVE_EMPTYVESSEL_NAME,Empty Vessels,Пустые Сосуды
PASSIVE_EMPTYVESSEL_DESC,Familiars you spawn have +3 Health Regeneration and +10 max health.,Призванные фамильяры имеют +3 Регенерацию Здоровья и +10 макс ОЗ.
PASSIVE_EMPTYVESSEL2_DESC,Familiars you spawn have +3 Health Regeneration and uncapped HP.,Призванные фамильяры имеют +3 Регенерацию Здоровья и неограниченное ОЗ.
PASSIVE_WILDANIMALS_NAME,Wild Animals,Дикие Животные
PASSIVE_WILDANIMALS_DESC,Familiars you spawn attack a random enemy within their range when they are spawned.,Призванные фамильяры атакуют случайного врага в радиусе при появлении.
PASSIVE_WILDANIMALS2_DESC,"Familiars you spawn attack a random enemy within their range when they're spawned, then they take an extra turn.","Призванные фамильяры атакуют случайного врага в радиусе при появлении, затем делают доп. ход."
PASSIVE_BARKSKIN_NAME,Bark Skin,Кора
PASSIVE_BARKSKIN_DESC,"+1 Brace.
When you take damage, you get +1 temporary Brace until the start of your next turn.","+1 Стойкость.
При получении урона, +1 врем. Стойкость до начала след. хода."
PASSIVE_BARKSKIN2_DESC,"+1 Brace.
When you take damage, gain +2 temporary Brace and +2 temporary Thorns until the start of your next turn.","+1 Стойкость.
При получении урона, +2 врем. Стойкость и +2 врем. Шипы до начала след. хода."
PASSIVE_LOVESONG_NAME,Love Song,Песня Любви
PASSIVE_LOVESONG_DESC,"Your basic action has +2 area, and heals 1 additional HP.","Базовое действие имеет +2 зону, и лечит 1 доп. ОЗ."
PASSIVE_LOVESONG2_DESC,"Your basic action has +2 area, and heals 2 additional HP. The Damage your basic action grants lasts until the end of the battle.","Базовое действие имеет +2 зону, и лечит 2 доп. ОЗ. Урон, даваемый действием, длится до конца битвы."
PASSIVE_TEAMWORK_NAME,Teamwork,Командная Работа
PASSIVE_TEAMWORK_DESC,"When one of your familiars kills something, all allies get +1 Damage.","Когда один из фамильяров убивает, все союзники получают +1 Урон."
PASSIVE_TEAMWORK2_DESC,"When one of your familiars kills something, all allies get +1 Damage and heal 5 health.","Когда один из фамильяров убивает, все союзники получают +1 Урон и лечат 5 здоровья."
PASSIVE_BOUQUET_NAME,Bouquet,Букет
PASSIVE_BOUQUET_DESC,Spawn a tall flower tile under you at the end of your turn.,Создайте высокий цветок под собой в конце хода.
PASSIVE_BOUQUET2_DESC,Spawn tall flower tiles under and around you at the end of your turn.,Создайте высокие цветы под и вокруг себя в конце хода.
PASSIVE_GOODVIBRATIONS_NAME,Good Vibrations,Хорошие Вибрации
PASSIVE_GOODVIBRATIONS_DESC,Allies have +1 Health Regeneration and +1 Mana Regeneration.,Союзники имеют +1 Регенерацию Здоровья и +1 Регенерацию Маны.
PASSIVE_GOODVIBRATIONS2_DESC,Allies have +2 Health Regeneration and +2 Mana Regeneration.,Союзники имеют +2 Регенерацию Здоровья и +2 Регенерацию Маны.
PASSIVE_VERSATILEVOLCALIST_NAME,Versatile Vocalist,Разносторонний Вокалист
PASSIVE_VERSATILEVOLCALIST_DESC,"Your basic action deals 1 damage to enemies, and inflicts temporary -1 Damage. Your basic attack wont apply debuffs to allies or buffs to enemies.
","Базовое действие наносит 1 урон врагам, и накладывает врем. -1 Урон. Не накладывает дебаффы на союзников или баффы на врагов."
PASSIVE_VERSATILEVOLCALIST2_DESC,"Your basic action has +1 area, deals 1 damage to enemies, and inflicts temporary -1 Damage. Your basic attack wont apply debuffs to allies or buffs to enemies.
","Базовое действие +1 зона, наносит 1 урон врагам, и накладывает врем. -1 Урон. Не накладывает дебаффы на союзников или баффы на врагов."
PASSIVE_LIKEAFISH_NAME,Like a Fish,Как Рыба
PASSIVE_LIKEAFISH_DESC,"Water tiles don't slow you down.
Gain +1 Holy Shield at the end of the turn if you're wet and have no Holy Shield.
Familiars you spawn also have this passive.","Вода не замедляет вас.
+1 Божественный Щит в конце хода если мокрый и нет Щита.
Фамильяры тоже имеют эту пассивку."
PASSIVE_LIKEAFISH2_DESC,"Water tiles don't slow you down.
Gain +1 Holy Shield at the end of the turn if you're wet and have no Holy Shield.  Gain +1 Health Regeneration.
Familiars you spawn also have this passive.","Вода не замедляет вас.
+1 Божественный Щит в конце хода если мокрый и нет Щита. +1 Регенерация Здоровья.
Фамильяры тоже имеют эту пассивку."
PASSIVE_ENCORE_NAME,Encore,На Бис
PASSIVE_ENCORE_DESC,"When you use a musical ability, refresh your basic action.","При использовании музыкальной способности, обновите базовое действие."
PASSIVE_ENCORE2_DESC,"Your musical spells cost 1 less mana. When you use a musical ability, refresh your basic action.","Музыкальные заклинания стоят на 1 меньше. При использовании музыкальной способности, обновите базовое действие."
PASSIVE_SUPERFRIENDS_NAME,Super Friends,Супер Друзья
PASSIVE_SUPERFRIENDS_DESC,"Familiars spawned by spells gain All Stats Up 2, but that spell gets disabled until the spawned familiars die.","Призванные заклинаниями фамильяры получают Повышение Всех Хар-к 2, но заклинание отключено пока они не умрут."
PASSIVE_SUPERFRIENDS2_DESC,"Familiars spawned by spells gain All Stats Up 2, but that spell gets disabled until the spawned familiars die.
Your spawning spells cost 50% less mana.","Призванные заклинаниями фамильяры получают Повышение Всех Хар-к 2, но заклинание отключено пока они не умрут.
Призывающие заклинания стоят на 50% меньше."
PASSIVE_SNEAKATTACK_NAME,Sneak Attack,Скрытая Атака
PASSIVE_SNEAKATTACK_DESC,"Your spells that spawn familiars cost -3 mana.
Familiars spawned by your spells gain +2 Damage and +2 Movement, but die after their first turn.","Призывающие заклинания стоят -3 маны.
Призванные фамильяры имеют +2 Урон и +2 Движение, но умирают после своего первого хода."
PASSIVE_SNEAKATTACK2_DESC,"Your spells that spawn familiars cost -3 mana.
Familiars spawned by your spells gain +4 Damage and +4 Movement, but die after their first turn.","Призывающие заклинания стоят -3 маны.
Призванные фамильяры имеют +4 Урон и +4 Движение, но умирают после своего первого хода."
PASSIVE_WILDSTYLE_NAME,Wild Style,Дикий Стиль
PASSIVE_WILDSTYLE_DESC,"The first time you shapeshift each turn, gain an extra turn.","Первый раз когда меняете форму за ход, получите доп. ход."
PASSIVE_WILDSTYLE2_DESC,"The first time you shapeshift each turn, gain All Stats Up and an extra turn.","Первый раз когда меняете форму за ход, получите Повышение Всех Хар-к и доп. ход."
PASSIVE_BUDDYSYSTEM_NAME,Buddy System,Система Напарников
PASSIVE_BUDDYSYSTEM_DESC,"When you lose [img:divineshield], your crow gains +1 [img:divineshield]. When your crow loses [img:divineshield], gain +1 [img:divineshield].","Когда теряете [img:divineshield], ваша ворона получает +1 [img:divineshield]. Когда ворона теряет [img:divineshield], вы получаете +1 [img:divineshield]."
PASSIVE_BUDDYSYSTEM2_DESC,"When you lose [img:divineshield], all your familiars gain +1 [img:divineshield]. When your crow loses [img:divineshield], gain +1 [img:divineshield].","Когда теряете [img:divineshield], все фамильяры получают +1 [img:divineshield]. Когда ворона теряет [img:divineshield], вы получаете +1 [img:divineshield]."
PASSIVE_FLOWERPOWER_NAME,Flower Power,Сила Цветов
PASSIVE_FLOWERPOWER_DESC,"Units on flower tiles have +2 [img:str] and +2 Brace. When you move, plant flowers on the tile you moved from.","Юниты на цветах имеют +2 [img:str] и +2 Стойкость. При движении, сажайте цветы оттуда откуда ушли."
PASSIVE_FLOWERPOWER2_DESC,"Units on flower tiles have +2 [img:str] and +2 Brace. When you move, plant flowers on all tiles you move through.","Юниты на цветах имеют +2 [img:str] и +2 Стойкость. При движении, сажайте цветы по всему пути."
PASSIVE_SUICIDESQUAD_NAME,Suicide Squad,Отряд Самоубийц
PASSIVE_SUICIDESQUAD_DESC,Your controllable familiars gain Self Destruct as their bonus ability.,Ваши управляемые фамильяры получают Самоуничтожение как бонус-способность.
PASSIVE_SUICIDESQUAD2_DESC,Your controllable familiars gain Self Destruct+ as their bonus ability.,Ваши управляемые фамильяры получают Самоуничтожение+ как бонус-способность.
PASSIVE_FERAL_NAME,Feral,Дикий
PASSIVE_FERAL_DESC,Your bonus ability is Feral Attack.,Бонус-способность: Дикая Атака.
PASSIVE_FERAL2_DESC,Your bonus ability is Feral Attack.,Бонус-способность: Дикая Атака.
PASSIVE_RAPGOD_NAME,Rap God,Бог Рэпа
PASSIVE_RAPGOD_DESC,Your basic action also gives temporary +4 [img:spd].,Базовое действие дает врем. +4 [img:spd].
PASSIVE_RAPGOD2_DESC,"Your basic action also gives temporary +4 [img:spd], enemies gain Confusion 2 instead.","Базовое действие дает врем. +4 [img:spd], враги получают Замешательство 2."
PASSIVE_ANIMALISTIC_NAME,Animalistic,Животный
PASSIVE_ANIMALISTIC_DESC,"Familiars you spawn gain +2 Damage.
When you shapeshift, gain +1 Damage.","Призванные фамильяры имеют +2 Урон.
При смене формы, +1 Урон."
PASSIVE_ANIMALISTIC2_DESC,"Familiars you spawn gain +2 Damage and a Bonus Attack.
When you shapeshift, gain +1 Damage and refresh your basic attack.","Призванные фамильяры имеют +2 Урон и Бонусную Атаку.
При смене формы, +1 Урон и обновите базовую атаку."
PASSIVE_MAESTRO_NAME,Maestro,Маэстро
PASSIVE_MAESTRO_DESC,Your musical spells cost 50% less mana.,Музыкальные заклинания стоят на 50% меньше.
PASSIVE_MAESTRO2_DESC,"Your musical spells cost 50% less mana.
When you use a musical spell, heal 1 HP and gain +1 to a random stat.","Музыкальные заклинания стоят на 50% меньше.
При использовании музыки, лечите 1 ОЗ и +1 к случайной хар-ке."
PASSIVE_MEGAMINIONS_NAME,Mega Minions,Мега Миньоны
PASSIVE_MEGAMINIONS_DESC,Every 3rd familiar you spawn is upgraded into a Champion.,Каждый 3-й призванный фамильяр улучшается до Чемпиона.
PASSIVE_MEGAMINIONS2_DESC,"The 1st and every 3rd familiar you spawn are upgraded into a Champion.
[s:.7](The first familiar you spawn is likely your Crow.)[/s]","1-й и каждый 3-й призванный фамильяр улучшаются до Чемпиона.
[s:.7](Первый фамильяр скорее всего ваша Ворона.)[/s]"
//tank,,
PASSIVE_THORNS_NAME,Thorns,Шипы
PASSIVE_THORNS_DESC,Thorns 2.,Шипы 2.
PASSIVE_THORNS2_DESC,"Thorns 4.
Gain +1 Thorns when you take damage.","Шипы 4.
Получите +1 Шипы при получении урона."
PASSIVE_HEAVYHANDED_NAME,Heavy Handed,Тяжелая Рука
PASSIVE_HEAVYHANDED_DESC,+2 Knockback Damage.,+2 Урон Отбрасывания.
PASSIVE_HEAVYHANDED2_DESC,"+3 Knockback Damage.
Your basic attack gains +3 Knockback.","+3 Урон Отбрасывания.
Базовая атака получает +3 Отбрасывание."
PASSIVE_SLACKOFF_NAME,Slack Off,Сачок
PASSIVE_SLACKOFF_DESC,"If you end your turn with unused movement actions, gain 8 HP. ","Если завершаете ход с неиспользованным движением, лечите 8 ОЗ."
PASSIVE_SLACKOFF2_DESC,"If you end your turn with unused movement actions, gain +2 [img:con], 8 HP and 5 mana. ","Если завершаете ход с неиспользованным движением, получите +2 [img:con], 8 ОЗ и 5 маны."
